,Unnamed: 0,sno,serialno,Computer_FileNO,IncidentDistrict,PermanentDistrict,year_INC_NEP,age_2,Age,Year,Event_Date,Region2,Region1,Mobility,IncidentOutcome,Killed_Type,By_State,By_Maoist,Other_Perpetrators,Gender,MaritalStatus,LanguageGroup,CasteGroup,Partyaffiliation,EconomicStatus,Education,OccupationCategory,Informer,LivelihoodDependence,Compensation,Displacement,DisplacementResettlement,IncidentVictim,lon,lat
9575,9575,47.0,127.0,3006.0,BAGLUNG,47.0,2062.0,,22.0,2005.0,2005-08-19,3.0,2.0,2.0,2.0,9.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,99.0,2.0,4.0,1.0,,1.0,1.0,0.0,0.0,-88.0,83.1877317386,28.4691946136
9576,9576,45.0,187.0,6139.0,ARGHAKHANCHI,45.0,2062.0,,14.0,2006.0,2006-02-28,3.0,2.0,2.0,1.0,6.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,99.0,3.0,5.0,15.0,,3.0,1.0,0.0,0.0,0.0,83.0020323186,27.8892972599
9577,9577,45.0,188.0,6530.0,ARGHAKHANCHI,45.0,2059.0,,54.0,2002.0,2002-09-14,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,3.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,82.9658560672,27.8442466464
9578,9578,45.0,209.0,2056.0,ARGHAKHANCHI,44.0,2059.0,,25.0,2002.0,2002-09-19,3.0,2.0,1.0,2.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,4.0,9.0,,1.0,0.0,0.0,0.0,-88.0,82.9440453934,27.8944914342
9579,9579,45.0,263.0,1634.0,ARGHAKHANCHI,44.0,2059.0,,36.0,2002.0,2002-09-08,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,99.0,3.0,4.0,5.0,,1.0,1.0,0.0,0.0,0.0,82.9836104008,27.8921669635
9580,9580,45.0,264.0,11615.0,ARGHAKHANCHI,43.0,2062.0,0.0,,2006.0,2006-02-28,3.0,2.0,1.0,3.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,99.0,3.0,5.0,1.0,,1.0,1.0,0.0,0.0,-88.0,83.074677373,27.9282547099
9581,9581,45.0,382.0,8878.0,ARGHAKHANCHI,52.0,2059.0,,21.0,2002.0,2002-09-10,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,5.0,5.0,9.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.0760641505,28.0501550607
9582,9582,72.0,474.0,6537.0,BAITADI,72.0,2056.0,,28.0,1999.0,1999-06-05,5.0,2.0,2.0,2.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,3.0,7.0,1.0,,3.0,0.0,1.0,0.0,-88.0,80.6450644992,29.6234276177
9583,9583,72.0,485.0,8556.0,BAITADI,72.0,2059.0,,20.0,2002.0,2002-10-21,5.0,2.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,4.0,1.0,9.0,,1.0,0.0,0.0,0.0,-88.0,80.6216290696,29.4828521943
9584,9584,69.0,603.0,1162.0,BAJHANG,68.0,2060.0,,22.0,2003.0,2003-09-17,5.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,4.0,7.0,9.0,,1.0,1.0,0.0,0.0,0.0,81.2737010243,30.0324554352
9585,9585,68.0,642.0,1170.0,BAJURA,68.0,2059.0,,65.0,2002.0,2002-05-10,5.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,99.0,4.0,8.0,1.0,,1.0,1.0,0.0,0.0,0.0,81.4399180002,29.6129492593
9586,9586,68.0,758.0,2629.0,BAJURA,68.0,2058.0,,25.0,2002.0,2002-04-12,5.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9.0,99.0,4.0,7.0,3.0,,1.0,1.0,0.0,0.0,0.0,81.5012456334,29.3778072564
9587,9587,68.0,759.0,2696.0,BAJURA,68.0,2058.0,,23.0,2002.0,2002-03-22,5.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,99.0,4.0,4.0,19.0,,1.0,1.0,0.0,0.0,0.0,81.5125018231,29.5769819776
9588,9588,68.0,760.0,4057.0,BAJURA,62.0,2059.0,,22.0,2002.0,2002-09-18,5.0,3.0,1.0,3.0,9.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,3.0,9.0,9.0,,1.0,0.0,0.0,0.0,-88.0,81.6490730359,29.3978103956
9589,9589,55.0,798.0,8504.0,BANKE,55.0,2055.0,,31.0,1998.0,1998-06-11,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,2.0,4.0,,1.0,1.0,0.0,0.0,-88.0,81.8911360072,28.0237006191
9590,9590,55.0,821.0,10463.0,BANKE,55.0,2060.0,,37.0,2003.0,2003-09-11,4.0,1.0,2.0,2.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,,1.0,0.0,0.0,0.0,-88.0,81.8666309776,27.960470097
9591,9591,55.0,823.0,510.0,BANKE,55.0,2058.0,,23.0,2002.0,2002-02-13,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,3.0,7.0,1.0,,1.0,1.0,0.0,0.0,-88.0,81.8725306413,28.0861242501
9592,9592,55.0,846.0,10555.0,BANKE,55.0,2061.0,,23.0,2004.0,2004-07-12,4.0,1.0,2.0,1.0,6.0,0.0,1.0,0.0,1.0,1.0,8.0,4.0,99.0,4.0,8.0,1.0,,3.0,1.0,0.0,0.0,1.0,82.0131172451,28.0958186906
9593,9593,55.0,852.0,489.0,BANKE,55.0,2059.0,,24.0,2002.0,2002-04-26,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,8.0,4.0,99.0,4.0,6.0,2.0,,2.0,1.0,0.0,0.0,-88.0,81.718663533,28.0720415338
9594,9594,55.0,875.0,8762.0,BANKE,55.0,2060.0,,32.0,2004.0,2004-02-11,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,99.0,4.0,7.0,2.0,,1.0,0.0,1.0,1.0,-88.0,81.7532378172,28.2507943714
9595,9595,55.0,878.0,461.0,BANKE,55.0,2058.0,,21.0,2001.0,2001-08-03,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,2.0,5.0,2.0,99.0,4.0,5.0,1.0,,2.0,1.0,0.0,0.0,-88.0,81.6327664315,28.1767930412
9596,9596,55.0,881.0,8681.0,BANKE,55.0,2059.0,,26.0,2002.0,2002-06-10,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,99.0,4.0,8.0,1.0,,1.0,1.0,0.0,0.0,-88.0,81.7900141089,27.9629903312
9597,9597,55.0,883.0,10616.0,BANKE,55.0,2059.0,,21.0,2002.0,2002-04-17,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,3.0,5.0,1.0,,1.0,1.0,0.0,0.0,-88.0,81.8779030227,28.1405074047
9598,9598,55.0,892.0,8946.0,BANKE,55.0,2059.0,,34.0,2002.0,2002-06-02,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,3.0,9.0,,2.0,1.0,0.0,0.0,-88.0,82.0646712796,28.1048962899
9599,9599,55.0,905.0,8988.0,BANKE,55.0,2060.0,,49.0,2003.0,2003-09-14,4.0,1.0,2.0,3.0,9.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,99.0,4.0,8.0,1.0,,1.0,0.0,0.0,0.0,-88.0,82.081268979,27.9508244717
9600,9600,55.0,908.0,10615.0,BANKE,55.0,2059.0,,33.0,2002.0,2002-04-17,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,4.0,7.0,1.0,,2.0,1.0,0.0,0.0,-88.0,81.6919756924,28.0630360781
9601,9601,55.0,923.0,8506.0,BANKE,55.0,2060.0,,55.0,2003.0,2003-09-19,4.0,1.0,2.0,2.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,6.0,1.0,,2.0,1.0,0.0,0.0,-88.0,81.6649685071,28.0245694233
9602,9602,55.0,926.0,433.0,BANKE,55.0,2059.0,,19.0,2002.0,2002-04-26,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,99.0,4.0,6.0,2.0,,2.0,0.0,0.0,0.0,-88.0,81.8721098064,28.0251558526
9603,9603,55.0,943.0,8500.0,BANKE,55.0,2058.0,,12.0,2001.0,2001-07-03,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,99.0,4.0,6.0,15.0,,3.0,1.0,0.0,0.0,1.0,81.7930708738,28.1983468839
9604,9604,55.0,948.0,644.0,BANKE,55.0,2057.0,,33.0,2001.0,2001-02-24,4.0,1.0,2.0,3.0,9.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,99.0,4.0,4.0,3.0,,1.0,0.0,1.0,1.0,-88.0,81.6459758081,28.1486511415
9605,9605,55.0,984.0,151.0,BANKE,55.0,2059.0,,38.0,2002.0,2002-07-09,4.0,1.0,2.0,3.0,9.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,99.0,3.0,5.0,1.0,,1.0,0.0,1.0,1.0,-88.0,81.5796470198,28.0779638403
9606,9606,55.0,1006.0,159.0,BANKE,55.0,2059.0,,19.0,2002.0,2002-07-09,4.0,1.0,2.0,3.0,9.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,99.0,4.0,6.0,2.0,,2.0,1.0,1.0,1.0,-88.0,81.973829132,27.9721081797
9607,9607,55.0,1035.0,10621.0,BANKE,55.0,2055.0,,19.0,1999.0,1999-02-08,4.0,1.0,2.0,2.0,9.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,99.0,4.0,5.0,15.0,,1.0,1.0,0.0,0.0,-88.0,81.7839798768,28.1631358127
9608,9608,55.0,1046.0,425.0,BANKE,55.0,2059.0,,19.0,2002.0,2002-04-26,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,99.0,4.0,4.0,2.0,,2.0,1.0,0.0,0.0,-88.0,81.7768714295,28.2730185213
9609,9609,55.0,1049.0,10594.0,BANKE,55.0,2055.0,,27.0,1999.0,1999-04-08,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,4.0,4.0,9.0,,1.0,1.0,0.0,0.0,-88.0,81.66080812,28.2261330395
9610,9610,55.0,1060.0,10612.0,BANKE,55.0,2059.0,,22.0,2002.0,2002-05-12,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,5.0,4.0,4.0,9.0,,1.0,1.0,0.0,0.0,-88.0,81.6951747577,28.1495286569
9611,9611,55.0,1074.0,10518.0,BANKE,55.0,2059.0,,29.0,2002.0,2002-06-02,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,2.0,9.0,,1.0,0.0,0.0,0.0,1.0,81.823637499,27.9606555593
9612,9612,55.0,1088.0,508.0,BANKE,55.0,2060.0,,20.0,2003.0,2003-10-29,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,8.0,4.0,99.0,2.0,4.0,15.0,,1.0,0.0,0.0,0.0,-88.0,81.8418061066,28.1310777141
9613,9613,55.0,1090.0,7734.0,BANKE,56.0,2061.0,,29.0,2005.0,2005-02-13,4.0,1.0,1.0,3.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,99.0,4.0,5.0,2.0,,1.0,0.0,0.0,0.0,-88.0,81.7363219111,28.0736165779
9614,9614,55.0,1150.0,153.0,BANKE,55.0,2059.0,,20.0,2002.0,2002-07-09,4.0,1.0,2.0,3.0,9.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,99.0,3.0,6.0,1.0,,1.0,0.0,1.0,1.0,-88.0,81.9376357295,28.1411497519
9615,9615,55.0,1159.0,482.0,BANKE,55.0,2059.0,,27.0,2002.0,2002-07-03,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,4.0,8.0,1.0,,1.0,0.0,0.0,0.0,-88.0,81.8111771871,27.9409970721
9616,9616,55.0,1179.0,8943.0,BANKE,55.0,2058.0,,73.0,2002.0,2002-03-29,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,4.0,7.0,1.0,,2.0,1.0,0.0,0.0,-88.0,81.676072064,28.0814418733
9617,9617,55.0,1180.0,2788.0,BANKE,56.0,2058.0,,22.0,2002.0,2002-02-27,4.0,1.0,1.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,2.0,2.0,15.0,,1.0,1.0,0.0,0.0,-88.0,81.712393517,28.3021445387
9618,9618,55.0,1233.0,10619.0,BANKE,55.0,2058.0,,18.0,2002.0,2002-03-05,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,5.0,4.0,5.0,9.0,,3.0,1.0,0.0,0.0,-88.0,81.7103059468,28.1568949106
9619,9619,55.0,1253.0,654.0,BANKE,55.0,2060.0,,42.0,2003.0,2003-08-04,4.0,1.0,2.0,2.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,99.0,4.0,4.0,17.0,,2.0,0.0,0.0,0.0,-88.0,81.5798811394,28.1732299466
9620,9620,56.0,1398.0,7727.0,BARDIYA,56.0,2060.0,,58.0,2003.0,2003-06-18,4.0,1.0,2.0,2.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,3.0,7.0,1.0,,1.0,0.0,0.0,0.0,-88.0,81.286024142,28.5502751503
9621,9621,56.0,1405.0,5812.0,BARDIYA,56.0,2059.0,,41.0,2002.0,2002-04-14,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0,3.0,6.0,9.0,,1.0,1.0,0.0,0.0,-88.0,81.464700634,28.1709522224
9622,9622,56.0,1406.0,5820.0,BARDIYA,56.0,2059.0,,18.0,2002.0,2002-06-08,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,1.0,2.0,5.0,2.0,99.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,-88.0,81.3787548771,28.3221912817
9623,9623,56.0,1417.0,5828.0,BARDIYA,56.0,2059.0,,20.0,2003.0,2003-03-07,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,2.0,5.0,1.0,99.0,2.0,3.0,15.0,,1.0,0.0,0.0,0.0,-88.0,81.3531417238,28.559454466
9624,9624,56.0,1419.0,2719.0,BARDIYA,56.0,2058.0,,32.0,2002.0,2002-03-11,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,2.0,3.0,9.0,,1.0,1.0,0.0,0.0,-88.0,81.658042541,28.277856918
9625,9625,56.0,1423.0,7710.0,BARDIYA,56.0,2059.0,,34.0,2002.0,2002-11-10,4.0,1.0,2.0,2.0,9.0,0.0,1.0,0.0,0.0,1.0,8.0,6.0,99.0,4.0,7.0,17.0,,1.0,1.0,0.0,0.0,-88.0,81.4360259346,28.3320240311
9626,9626,56.0,1425.0,5704.0,BARDIYA,56.0,2058.0,,15.0,2002.0,2002-04-11,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,4.0,8.0,1.0,,1.0,1.0,0.0,0.0,-88.0,81.4041493133,28.5068533455
9627,9627,56.0,1433.0,2739.0,BARDIYA,56.0,2058.0,,18.0,2002.0,2002-04-11,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,1.0,2.0,5.0,2.0,99.0,4.0,5.0,15.0,,1.0,1.0,0.0,0.0,-88.0,81.6409855481,28.2948140977
9628,9628,56.0,1450.0,5818.0,BARDIYA,56.0,2059.0,,25.0,2002.0,2002-06-11,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,-88.0,81.4110251926,28.5142724532
9629,9629,56.0,1452.0,11317.0,BARDIYA,56.0,2059.0,,47.0,2003.0,2003-01-06,4.0,1.0,2.0,3.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,7.0,1.0,1.0,1.0,0.0,1.0,0.0,-88.0,81.6261679017,28.3471949753
9630,9630,56.0,1453.0,7712.0,BARDIYA,56.0,2059.0,,46.0,2002.0,2002-06-07,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,99.0,4.0,5.0,19.0,,1.0,0.0,0.0,0.0,-88.0,81.5952024933,28.4248983705
9631,9631,56.0,1455.0,5738.0,BARDIYA,56.0,2059.0,,41.0,2002.0,2002-10-02,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,-88.0,81.4739617443,28.1633471618
9632,9632,56.0,1456.0,7685.0,BARDIYA,56.0,2059.0,,19.0,2002.0,2002-10-21,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,99.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,-88.0,81.5863415699,28.309946726
9633,9633,56.0,1457.0,7749.0,BARDIYA,56.0,2058.0,,20.0,2002.0,2002-04-09,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,3.0,3.0,1.0,,1.0,1.0,0.0,0.0,-88.0,81.5461197059,28.3222260755
9634,9634,56.0,1458.0,1623.0,BARDIYA,56.0,2061.0,,19.0,2004.0,2004-10-21,4.0,1.0,2.0,2.0,9.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,99.0,3.0,5.0,1.0,,1.0,0.0,0.0,0.0,-88.0,81.418977579,28.1922805379
9635,9635,56.0,1465.0,5827.0,BARDIYA,56.0,2059.0,,18.0,2002.0,2002-06-08,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,1.0,2.0,5.0,2.0,99.0,3.0,7.0,1.0,,1.0,1.0,0.0,0.0,-88.0,81.2157057507,28.5323288582
9636,9636,56.0,1470.0,2759.0,BARDIYA,56.0,2058.0,,20.0,2002.0,2002-02-25,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0,4.0,4.0,15.0,,1.0,1.0,0.0,0.0,-88.0,81.5246645679,28.1951334506
9637,9637,56.0,1471.0,5727.0,BARDIYA,56.0,2058.0,,21.0,2002.0,2002-01-25,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,2.0,4.0,1.0,,1.0,0.0,0.0,0.0,-88.0,81.6216915093,28.3057473338
9638,9638,56.0,1475.0,5844.0,BARDIYA,56.0,2061.0,,20.0,2005.0,2005-03-08,4.0,1.0,2.0,3.0,9.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,99.0,4.0,4.0,1.0,,1.0,0.0,0.0,0.0,-88.0,81.3213669407,28.3488033311
9639,9639,56.0,1476.0,1747.0,BARDIYA,56.0,2059.0,,31.0,2002.0,2002-12-22,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,99.0,3.0,4.0,1.0,,1.0,1.0,0.0,0.0,-88.0,81.453651934,28.3191019714
9640,9640,56.0,1478.0,5831.0,BARDIYA,56.0,2059.0,,25.0,2002.0,2002-05-22,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,2.0,7.0,1.0,,1.0,1.0,0.0,0.0,-88.0,81.7211835691,28.3717839437
9641,9641,56.0,1482.0,1670.0,BARDIYA,56.0,2058.0,,36.0,2001.0,2001-12-16,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,3.0,6.0,1.0,,3.0,1.0,1.0,0.0,-88.0,81.3172366477,28.1588563311
9642,9642,56.0,1489.0,2741.0,BARDIYA,56.0,2058.0,,36.0,2002.0,2002-02-25,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,4.0,8.0,1.0,,1.0,1.0,0.0,0.0,-88.0,81.2462889271,28.2852268182
9643,9643,56.0,1491.0,2797.0,BARDIYA,56.0,2058.0,,36.0,2002.0,2002-04-11,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,2.0,9.0,17.0,,1.0,1.0,0.0,0.0,-88.0,81.4269682836,28.3274610134
9644,9644,56.0,1496.0,7688.0,BARDIYA,56.0,2059.0,,21.0,2002.0,2002-10-21,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0,4.0,6.0,9.0,,1.0,1.0,1.0,1.0,-88.0,81.1150852335,28.4513040439
9645,9645,56.0,1498.0,1774.0,BARDIYA,56.0,2059.0,,23.0,2002.0,2002-06-29,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,3.0,7.0,1.0,,1.0,1.0,0.0,0.0,-88.0,81.1248928039,28.4090125591
9646,9646,56.0,1500.0,5820.0,BARDIYA,56.0,2059.0,,40.0,2002.0,2002-08-22,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,1.0,1.0,5.0,2.0,99.0,2.0,9.0,1.0,,1.0,1.0,0.0,0.0,-88.0,81.4388914211,28.345843432
9647,9647,56.0,1501.0,5816.0,BARDIYA,56.0,2059.0,,19.0,2002.0,2002-08-26,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,99.0,3.0,4.0,1.0,,1.0,1.0,0.0,0.0,-88.0,81.5126363655,28.4173800525
9648,9648,56.0,1503.0,7732.0,BARDIYA,56.0,2059.0,,42.0,2002.0,2002-09-16,4.0,1.0,2.0,3.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,7.0,9.0,,1.0,0.0,0.0,0.0,-88.0,81.5540127739,28.2440054445
9649,9649,56.0,1509.0,7720.0,BARDIYA,56.0,2058.0,,49.0,2001.0,2001-12-27,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,3.0,3.0,4.0,,2.0,0.0,1.0,0.0,-88.0,81.3070775385,28.2561596887
9650,9650,56.0,1510.0,2721.0,BARDIYA,56.0,2058.0,,42.0,2002.0,2002-04-07,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,2.0,5.0,19.0,,1.0,0.0,0.0,0.0,-88.0,81.63490254,28.3317299511
9651,9651,56.0,1511.0,1759.0,BARDIYA,56.0,2058.0,,16.0,2002.0,2002-02-19,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,2.0,5.0,2.0,99.0,3.0,9.0,15.0,,1.0,1.0,0.0,0.0,1.0,81.3638258231,28.596863727
9652,9652,56.0,1513.0,5829.0,BARDIYA,56.0,2058.0,,18.0,2002.0,2002-03-07,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,2.0,5.0,2.0,99.0,2.0,7.0,1.0,,1.0,0.0,0.0,0.0,-88.0,81.5669131404,28.2348435004
9653,9653,56.0,1517.0,5827.0,BARDIYA,56.0,2058.0,,35.0,2002.0,2002-04-06,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,9.0,99.0,3.0,4.0,1.0,,1.0,0.0,0.0,0.0,-88.0,81.4122999061,28.4308029072
9654,9654,56.0,1521.0,2801.0,BARDIYA,56.0,2059.0,,29.0,2002.0,2002-10-21,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,99.0,4.0,7.0,17.0,,1.0,1.0,0.0,0.0,-88.0,81.4619035377,28.1997008814
9655,9655,56.0,1535.0,2727.0,BARDIYA,56.0,2059.0,,21.0,2002.0,2002-04-18,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,3.0,7.0,19.0,,1.0,0.0,0.0,0.0,-88.0,81.2933641309,28.5144896932
9656,9656,56.0,1537.0,1692.0,BARDIYA,56.0,2059.0,,29.0,2002.0,2002-08-11,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,3.0,4.0,1.0,,1.0,1.0,0.0,0.0,-88.0,81.5318015115,28.2516805902
9657,9657,56.0,1548.0,1527.0,BARDIYA,56.0,2058.0,,30.0,2002.0,2002-03-06,4.0,1.0,2.0,3.0,9.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,99.0,3.0,4.0,1.0,,1.0,0.0,1.0,1.0,-88.0,81.378551611,28.4499308553
9658,9658,56.0,1549.0,1679.0,BARDIYA,56.0,2059.0,,25.0,2002.0,2002-09-02,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,3.0,3.0,1.0,,1.0,1.0,0.0,0.0,-88.0,81.394871591,28.2204686968
9659,9659,56.0,1553.0,2748.0,BARDIYA,56.0,2059.0,,40.0,2002.0,2002-10-20,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,-88.0,81.3617792078,28.4929459234
9660,9660,56.0,1554.0,11690.0,BARDIYA,56.0,2059.0,33.0,33.0,2002.0,2002-06-27,4.0,1.0,2.0,2.0,9.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,99.0,3.0,7.0,19.0,,1.0,0.0,0.0,0.0,-88.0,81.317722954,28.4675711914
9661,9661,56.0,1555.0,1667.0,BARDIYA,56.0,2059.0,,21.0,2002.0,2002-05-22,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,99.0,3.0,6.0,1.0,,1.0,1.0,0.0,0.0,-88.0,81.2453710365,28.6017060239
9662,9662,56.0,1559.0,5836.0,BARDIYA,56.0,2059.0,,21.0,2002.0,2002-08-22,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,2.0,7.0,1.0,,1.0,1.0,0.0,0.0,-88.0,81.5026663173,28.4046610526
9663,9663,56.0,1560.0,5825.0,BARDIYA,56.0,2058.0,,19.0,2002.0,2002-03-07,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,99.0,3.0,4.0,1.0,,1.0,1.0,0.0,0.0,-88.0,81.3274476986,28.2187285055
9664,9664,56.0,1563.0,2779.0,BARDIYA,56.0,2058.0,,19.0,2002.0,2002-04-11,4.0,1.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,99.0,4.0,8.0,2.0,1.0,1.0,1.0,0.0,0.0,-88.0,81.2468448013,28.5884380999
