,Unnamed: 0,sno,serialno,Computer_FileNO,IncidentDistrict,PermanentDistrict,year_INC_NEP,age_2,Age,Year,Event_Date,Region2,Region1,Mobility,IncidentOutcome,Killed_Type,By_State,By_Maoist,Other_Perpetrators,Gender,MaritalStatus,LanguageGroup,CasteGroup,Partyaffiliation,EconomicStatus,Education,OccupationCategory,Informer,LivelihoodDependence,Compensation,Displacement,DisplacementResettlement,IncidentVictim,lon,lat
0,0,47.0,2.0,8614.0,BAGLUNG,52.0,2060.0,,19.0,2004.0,2004-04-22,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,3.0,5.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.4376657623,28.2172098687
1,1,47.0,4.0,2999.0,BAGLUNG,47.0,2060.0,,48.0,2003.0,2003-12-08,3.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,99.0,4.0,6.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.9981825524,28.5635063823
2,2,47.0,6.0,6680.0,BAGLUNG,54.0,2061.0,,23.0,2005.0,2005-03-21,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,2.0,5.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.924377885,28.5582484087
3,3,47.0,7.0,7158.0,BAGLUNG,6.0,2062.0,,35.0,2005.0,2005-12-20,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,99.0,3.0,4.0,6.0,,1.0,1.0,0.0,0.0,0.0,83.0855632157,28.5851596283
4,4,47.0,9.0,2298.0,BAGLUNG,47.0,2059.0,,28.0,2002.0,2002-11-11,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,99.0,4.0,8.0,1.0,,1.0,1.0,0.0,0.0,0.0,83.0996905252,28.3726911099
5,5,47.0,10.0,676.0,BAGLUNG,73.0,2058.0,,26.0,2002.0,2002-03-10,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,3.0,3.0,5.0,,1.0,1.0,0.0,0.0,0.0,82.9757308742,28.5033371472
6,6,47.0,23.0,923.0,BAGLUNG,36.0,2057.0,,23.0,2000.0,2000-11-18,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,10.0,2.0,99.0,3.0,5.0,5.0,,1.0,1.0,0.0,0.0,0.0,83.3838471311,28.2479573426
7,7,47.0,34.0,3698.0,BAGLUNG,47.0,2060.0,,24.0,2003.0,2003-11-26,3.0,2.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,2.0,10.0,2.0,5.0,3.0,5.0,9.0,,1.0,1.0,0.0,0.0,-88.0,82.9454880331,28.4554539947
8,8,47.0,39.0,5092.0,BAGLUNG,54.0,2060.0,,20.0,2004.0,2004-04-01,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,3.0,5.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.2318912362,28.2402589141
9,9,47.0,44.0,3095.0,BAGLUNG,47.0,2061.0,,62.0,2004.0,2004-04-18,3.0,2.0,2.0,3.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,99.0,3.0,8.0,1.0,,1.0,1.0,1.0,0.0,-88.0,83.3333184592,28.2604223695
10,10,47.0,47.0,3705.0,BAGLUNG,47.0,2057.0,,34.0,2000.0,2000-11-18,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,3.0,4.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.2395298051,28.2554306468
11,11,47.0,50.0,8721.0,BAGLUNG,52.0,2060.0,,20.0,2004.0,2004-03-20,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,10.0,2.0,5.0,4.0,6.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.3340783309,28.2089152084
12,12,47.0,52.0,6790.0,BAGLUNG,54.0,2060.0,,28.0,2003.0,2003-10-21,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,3.0,6.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.1677074928,28.4717392542
13,13,47.0,54.0,6823.0,BAGLUNG,38.0,2059.0,,24.0,2002.0,2002-11-12,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,4.0,4.0,6.0,,1.0,1.0,0.0,0.0,0.0,83.2468799773,28.2748116054
14,14,47.0,57.0,3083.0,BAGLUNG,47.0,2061.0,,30.0,2004.0,2004-11-04,3.0,2.0,2.0,3.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,4.0,7.0,9.0,,1.0,1.0,0.0,0.0,-88.0,83.0535108879,28.4772142437
15,15,47.0,58.0,2077.0,BAGLUNG,47.0,2061.0,,5.0,2004.0,2004-04-25,3.0,2.0,2.0,1.0,6.0,0.0,1.0,0.0,0.0,2.0,1.0,5.0,99.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,83.0359536789,28.5764949785
16,16,47.0,60.0,2964.0,BAGLUNG,47.0,2062.0,,22.0,2006.0,2006-01-27,3.0,2.0,2.0,1.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,4.0,5.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.3338559234,28.3002002077
17,17,47.0,70.0,5304.0,BAGLUNG,26.0,2060.0,,26.0,2004.0,2004-01-11,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,5.0,9.0,6.0,,1.0,1.0,0.0,0.0,0.0,83.3163202148,28.2851865953
18,18,47.0,75.0,2084.0,BAGLUNG,38.0,2057.0,,23.0,2000.0,2000-10-26,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,3.0,4.0,5.0,,1.0,1.0,0.0,0.0,0.0,83.4537250188,28.280699018
19,19,47.0,79.0,7729.0,BAGLUNG,5.0,2060.0,,27.0,2003.0,2003-12-30,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,19.0,3.0,99.0,5.0,9.0,6.0,,3.0,0.0,0.0,0.0,0.0,83.4366806495,28.2252793925
20,20,47.0,87.0,3005.0,BAGLUNG,47.0,2057.0,,17.0,2000.0,2000-09-03,3.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,13.0,2.0,5.0,4.0,4.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.0319990271,28.3537773906
21,21,47.0,89.0,5554.0,BAGLUNG,37.0,2060.0,,36.0,2003.0,2003-12-24,3.0,2.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,99.0,2.0,5.0,6.0,,2.0,1.0,0.0,0.0,0.0,82.9459076221,28.4016226409
22,22,47.0,98.0,8159.0,BAGLUNG,26.0,2061.0,,24.0,2004.0,2004-11-07,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,99.0,5.0,9.0,5.0,,3.0,1.0,0.0,0.0,0.0,82.9734696423,28.3872615741
23,23,47.0,99.0,8806.0,BAGLUNG,52.0,2061.0,,30.0,2005.0,2005-03-24,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,2.0,5.0,3.0,5.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.5702551237,28.1233252954
24,24,47.0,100.0,2072.0,BAGLUNG,47.0,2060.0,,29.0,2004.0,2004-03-21,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,5.0,3.0,3.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.3728870274,28.2423714868
25,25,47.0,103.0,2925.0,BAGLUNG,47.0,,,54.0,2004.0,2004-08-15,3.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,99.0,4.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,83.0837599207,28.3626427344
26,26,47.0,105.0,6688.0,BAGLUNG,54.0,2061.0,,23.0,2005.0,2005-03-21,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,5.0,2.0,3.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.1227288847,28.4931567951
27,27,47.0,108.0,3643.0,BAGLUNG,41.0,2062.0,,26.0,2005.0,2005-11-08,3.0,2.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,3.0,4.0,5.0,,2.0,1.0,0.0,0.0,0.0,83.1607336215,28.4206758242
28,28,47.0,113.0,6424.0,BAGLUNG,45.0,2057.0,,22.0,2000.0,2000-11-18,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,99.0,3.0,3.0,5.0,,1.0,1.0,0.0,0.0,0.0,83.1140867085,28.5079079915
29,29,47.0,122.0,2271.0,BAGLUNG,47.0,2059.0,,24.0,2002.0,2002-11-11,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,99.0,4.0,6.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.9636064989,28.4441631714
30,30,47.0,126.0,5918.0,BAGLUNG,49.0,2060.0,21.0,21.0,2004.0,2004-03-23,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,4.0,6.0,9.0,,1.0,0.0,0.0,0.0,0.0,83.2726234847,28.4397024363
31,31,47.0,130.0,1842.0,BAGLUNG,38.0,2059.0,24.0,24.0,2002.0,2002-11-12,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,4.0,4.0,6.0,,1.0,1.0,0.0,0.0,0.0,83.1998494943,28.3622171789
32,32,47.0,131.0,3113.0,BAGLUNG,39.0,2055.0,,24.0,1999.0,1999-04-10,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,3.0,5.0,5.0,,1.0,1.0,0.0,0.0,0.0,83.0325003903,28.4757494737
33,33,47.0,132.0,6679.0,BAGLUNG,54.0,2061.0,,19.0,2004.0,2004-07-31,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,3.0,4.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.4627928067,28.1960696168
34,34,47.0,139.0,2292.0,BAGLUNG,74.0,2058.0,,28.0,2001.0,2001-07-11,3.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,99.0,3.0,4.0,5.0,,1.0,1.0,0.0,0.0,0.0,83.0230700421,28.4959351431
35,35,47.0,142.0,10344.0,BAGLUNG,52.0,2062.0,,18.0,2005.0,2005-05-31,3.0,2.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,5.0,4.0,6.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.9464745561,28.5467885028
36,36,45.0,144.0,1206.0,ARGHAKHANCHI,44.0,2061.0,,24.0,2004.0,2004-10-11,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,10.0,2.0,5.0,3.0,4.0,1.0,,1.0,1.0,0.0,0.0,0.0,83.1227379089,27.9584186648
37,37,45.0,146.0,1291.0,ARGHAKHANCHI,72.0,2062.0,,27.0,2005.0,2005-06-25,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,99.0,2.0,5.0,6.0,,1.0,1.0,0.0,0.0,0.0,83.0958107393,27.8713092162
38,38,45.0,147.0,7774.0,ARGHAKHANCHI,62.0,2059.0,,16.0,2002.0,2002-09-08,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,3.0,5.0,15.0,,1.0,1.0,0.0,0.0,0.0,83.0746434714,27.8942574008
39,39,45.0,148.0,580.0,ARGHAKHANCHI,29.0,2061.0,,22.0,2004.0,2004-12-15,3.0,2.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,2.0,4.0,6.0,,1.0,1.0,0.0,0.0,0.0,83.2033207766,27.8747032272
40,40,45.0,149.0,11248.0,ARGHAKHANCHI,54.0,2061.0,,22.0,2004.0,2004-06-24,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,5.0,5.0,4.0,6.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.1168761459,27.9804808313
41,41,45.0,151.0,4352.0,ARGHAKHANCHI,54.0,2062.0,,31.0,2005.0,2005-05-18,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,3.0,4.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.2345486699,28.0362681396
42,42,45.0,152.0,4265.0,ARGHAKHANCHI,41.0,2059.0,,31.0,2002.0,2002-09-09,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,4.0,5.0,5.0,,1.0,1.0,0.0,0.0,0.0,82.9723752253,27.799715717
43,43,45.0,154.0,856.0,ARGHAKHANCHI,57.0,2059.0,,33.0,2002.0,2002-09-08,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,3.0,6.0,6.0,,1.0,1.0,0.0,0.0,0.0,83.0893337536,27.9247108807
44,44,45.0,155.0,315.0,ARGHAKHANCHI,48.0,2059.0,25.0,25.0,2002.0,2002-09-09,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,4.0,5.0,6.0,,1.0,1.0,0.0,0.0,0.0,83.010977793,28.0011021759
45,45,45.0,156.0,4156.0,ARGHAKHANCHI,58.0,2059.0,,20.0,2002.0,2002-08-08,3.0,2.0,0.0,3.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,4.0,9.0,,1.0,0.0,0.0,0.0,-88.0,83.0123700628,28.0344034405
46,46,45.0,157.0,3783.0,ARGHAKHANCHI,53.0,2059.0,,27.0,2002.0,2002-09-08,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,4.0,5.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.1858204227,28.0678278604
47,47,45.0,158.0,4728.0,ARGHAKHANCHI,15.0,2059.0,,30.0,2002.0,2002-09-08,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,99.0,5.0,9.0,6.0,,1.0,1.0,0.0,0.0,0.0,83.0457432112,28.0191559862
48,48,45.0,159.0,827.0,ARGHAKHANCHI,36.0,2059.0,,27.0,2002.0,2002-09-09,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,99.0,3.0,5.0,6.0,,1.0,1.0,0.0,0.0,0.0,83.1668203077,28.0268270905
49,49,45.0,160.0,5865.0,ARGHAKHANCHI,45.0,2062.0,,16.0,2005.0,2005-05-22,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,5.0,5.0,9.0,,3.0,1.0,0.0,0.0,0.0,82.8571593352,27.8989805482
50,50,45.0,161.0,319.0,ARGHAKHANCHI,46.0,2059.0,0.0,,2002.0,2002-09-08,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,2.0,4.0,5.0,,1.0,1.0,0.0,0.0,0.0,82.8771293769,27.898521216
51,51,45.0,162.0,6072.0,ARGHAKHANCHI,49.0,2059.0,,21.0,2002.0,2002-09-08,3.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,4.0,4.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.7949813632,27.8552179116
52,52,45.0,163.0,1347.0,ARGHAKHANCHI,56.0,2062.0,,24.0,2005.0,2005-06-25,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,99.0,2.0,6.0,6.0,,1.0,1.0,0.0,0.0,0.0,83.112050648,27.8597956385
53,53,45.0,164.0,11329.0,ARGHAKHANCHI,56.0,2062.0,,21.0,2006.0,2006-02-28,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,9.0,99.0,2.0,5.0,6.0,,1.0,1.0,0.0,0.0,0.0,82.9386049031,27.9203580167
54,54,45.0,165.0,6550.0,ARGHAKHANCHI,54.0,2059.0,,15.0,2002.0,2002-11-13,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,3.0,4.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.9989882277,27.804010965
55,55,45.0,166.0,5921.0,ARGHAKHANCHI,58.0,2060.0,,23.0,2003.0,2003-09-10,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,5.0,4.0,5.0,9.0,,3.0,1.0,0.0,0.0,0.0,82.9966660741,28.0755646956
56,56,45.0,167.0,1188.0,ARGHAKHANCHI,66.0,2062.0,,18.0,2006.0,2006-02-28,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,5.0,4.0,5.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.0695147606,27.9399692136
57,57,45.0,169.0,864.0,ARGHAKHANCHI,57.0,2062.0,,21.0,2005.0,2005-06-25,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,2.0,5.0,3.0,,1.0,1.0,0.0,0.0,0.0,83.1791216199,27.8421586762
58,58,45.0,170.0,5303.0,ARGHAKHANCHI,26.0,2059.0,,22.0,2002.0,2002-09-08,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,99.0,5.0,9.0,6.0,,1.0,1.0,0.0,0.0,0.0,83.0768544434,27.8829853446
59,59,45.0,171.0,5200.0,ARGHAKHANCHI,41.0,2059.0,,24.0,2002.0,2002-09-08,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,99.0,3.0,5.0,5.0,,1.0,1.0,0.0,0.0,0.0,82.8288609122,27.8694174865
60,60,45.0,172.0,350.0,ARGHAKHANCHI,46.0,2059.0,,41.0,2002.0,2002-09-08,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,10.0,2.0,99.0,3.0,4.0,5.0,,1.0,1.0,0.0,0.0,0.0,83.0338372322,28.0261596198
61,61,45.0,173.0,6516.0,ARGHAKHANCHI,54.0,2059.0,,23.0,2002.0,2002-12-09,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,3.0,4.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.1027794516,27.8641634436
62,62,45.0,174.0,5813.0,ARGHAKHANCHI,37.0,2061.0,,24.0,2004.0,2004-06-17,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,99.0,3.0,5.0,5.0,,1.0,1.0,0.0,0.0,0.0,83.2475142426,27.8292642471
63,63,45.0,175.0,800.0,ARGHAKHANCHI,57.0,2059.0,,18.0,2002.0,2002-09-08,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,3.0,5.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.139200819,27.9785173866
64,64,45.0,176.0,3235.0,ARGHAKHANCHI,42.0,2059.0,,20.0,2002.0,2002-09-08,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,9.0,4.0,99.0,3.0,5.0,5.0,,1.0,1.0,0.0,0.0,0.0,82.9965140464,27.9204749205
65,65,45.0,177.0,6368.0,ARGHAKHANCHI,45.0,2062.0,,13.0,2005.0,2005-06-18,3.0,2.0,2.0,1.0,6.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,99.0,4.0,6.0,15.0,,1.0,1.0,0.0,0.0,0.0,83.2846489263,27.9145758474
66,66,45.0,178.0,3155.0,ARGHAKHANCHI,39.0,2059.0,,35.0,2002.0,2002-09-08,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,3.0,3.0,5.0,,1.0,1.0,0.0,0.0,0.0,82.8816750694,27.8750038812
67,67,45.0,179.0,352.0,ARGHAKHANCHI,48.0,2059.0,39.0,39.0,2002.0,2002-09-08,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,99.0,4.0,4.0,5.0,,1.0,1.0,0.0,0.0,0.0,83.107479066,28.0010343324
68,68,45.0,180.0,3267.0,ARGHAKHANCHI,41.0,2059.0,,22.0,2002.0,2002-09-08,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,99.0,3.0,5.0,3.0,,1.0,1.0,0.0,0.0,0.0,82.827689954,27.8330334544
69,69,45.0,181.0,309.0,ARGHAKHANCHI,29.0,2061.0,,23.0,2004.0,2004-12-09,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,2.0,3.0,6.0,,3.0,0.0,0.0,0.0,0.0,83.0706350581,27.9272125605
70,70,45.0,182.0,5600.0,ARGHAKHANCHI,37.0,2061.0,,21.0,2004.0,2004-12-15,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,99.0,4.0,5.0,6.0,,1.0,1.0,0.0,0.0,0.0,83.20779421,27.8898392242
71,71,45.0,183.0,5682.0,ARGHAKHANCHI,37.0,2060.0,,22.0,2003.0,2003-06-25,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,99.0,4.0,6.0,5.0,,1.0,1.0,0.0,0.0,0.0,82.9273432855,27.8922240111
72,72,45.0,184.0,8595.0,ARGHAKHANCHI,52.0,2059.0,,18.0,2002.0,2002-08-29,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,3.0,4.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.1407215988,28.0198171293
73,73,45.0,185.0,1942.0,ARGHAKHANCHI,38.0,2059.0,,30.0,2002.0,2002-08-19,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,3.0,3.0,5.0,,3.0,1.0,0.0,0.0,0.0,83.0602990384,28.050208104
74,74,45.0,186.0,1213.0,ARGHAKHANCHI,68.0,2062.0,,16.0,2006.0,2006-02-28,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,5.0,4.0,6.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.0581987847,27.9135904865
75,75,45.0,189.0,1281.0,ARGHAKHANCHI,72.0,2061.0,,20.0,2004.0,2004-12-15,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,99.0,4.0,7.0,6.0,,1.0,1.0,0.0,0.0,0.0,83.1537887437,27.8953824173
76,76,45.0,190.0,8795.0,ARGHAKHANCHI,52.0,2059.0,,34.0,2002.0,2002-10-09,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,4.0,6.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.2418553304,27.792109062
77,77,45.0,191.0,494.0,ARGHAKHANCHI,57.0,2059.0,,25.0,2002.0,2002-09-08,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,4.0,6.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.1889320337,27.9243076101
78,78,45.0,192.0,10818.0,ARGHAKHANCHI,61.0,2058.0,,20.0,2001.0,2001-10-26,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,5.0,5.0,9.0,9.0,,3.0,1.0,0.0,0.0,0.0,83.1260257271,27.8994122282
79,79,45.0,193.0,376.0,ARGHAKHANCHI,55.0,2059.0,,25.0,2002.0,2002-09-08,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,3.0,4.0,6.0,,2.0,1.0,0.0,0.0,0.0,83.1301369103,28.0392819993
80,80,45.0,194.0,9345.0,ARGHAKHANCHI,21.0,2061.0,,24.0,2004.0,2004-06-25,3.0,2.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,4.0,4.0,6.0,,1.0,1.0,0.0,0.0,0.0,83.1760940679,27.8921683948
81,81,45.0,195.0,8420.0,ARGHAKHANCHI,62.0,2059.0,,19.0,2002.0,2002-09-05,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,4.0,4.0,9.0,,1.0,1.0,0.0,0.0,0.0,83.0526990268,27.9194914022
82,82,45.0,196.0,5231.0,ARGHAKHANCHI,4.0,2062.0,,36.0,2005.0,2005-06-25,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,99.0,3.0,5.0,5.0,,1.0,1.0,0.0,0.0,0.0,83.1348348072,27.8769620793
83,83,45.0,197.0,793.0,ARGHAKHANCHI,36.0,2059.0,,26.0,2002.0,2002-08-07,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,3.0,5.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.9685894294,27.8049025284
84,84,45.0,200.0,6145.0,ARGHAKHANCHI,45.0,2059.0,,41.0,2002.0,2002-09-08,3.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,3.0,7.0,3.0,,1.0,1.0,0.0,0.0,0.0,82.8384216903,27.854483765
85,85,45.0,202.0,5347.0,ARGHAKHANCHI,41.0,2062.0,,23.0,2006.0,2006-02-28,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,99.0,5.0,6.0,6.0,,1.0,1.0,0.0,0.0,0.0,83.147421542,27.8567577589
86,86,45.0,203.0,5343.0,ARGHAKHANCHI,41.0,2059.0,,28.0,2002.0,2002-09-08,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,9.0,2.0,99.0,3.0,4.0,5.0,,1.0,1.0,0.0,0.0,0.0,83.0630031132,27.8435864536
87,87,45.0,204.0,10816.0,ARGHAKHANCHI,50.0,2059.0,,19.0,2002.0,2002-09-09,3.0,2.0,1.0,3.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,4.0,4.0,9.0,,2.0,0.0,0.0,0.0,-88.0,83.1845121179,27.8094389713
88,88,45.0,205.0,147.0,ARGHAKHANCHI,48.0,2062.0,,22.0,2005.0,2005-04-29,3.0,2.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,99.0,4.0,5.0,6.0,,1.0,1.0,0.0,0.0,0.0,83.2139831295,27.8705067806
89,89,45.0,206.0,1657.0,ARGHAKHANCHI,43.0,2059.0,,36.0,2002.0,2002-09-08,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,99.0,5.0,5.0,5.0,,1.0,1.0,0.0,0.0,0.0,83.0313076574,28.0151164326
